sentence,sentiment
great shirt for the price,1
prepare to have your nipple display to the world and if youre wear wifebeater prepare to look like youre wear bra,0
its pretty comfy though,1
nothing special here can find good shirt at closeout store,1
very cheapflimsy materialwas not expensive so should have guess,0
would not purchase again,2
the fit be right,1
it come on time and in good shape and the color be vibrant,1
i will be buy more of these,1
its red shirt just as advertised,0
it fit well,1
but even for me its still little to long on the sleeve and fit more like unisex shirt than male long sleeve shirt,2
great color and fit perfect,1
great for work shirt,1
didnt shrink in the wash and have order several more,0
would buy again,1
i know it be make by jerzees,0
but think it would be at least opaque not see through,2
it ’ s okay other than look little baggy,2
maybe shrink with wash will help it,0
i order l,0
very comfortable,1
excellent fit,1
very comfortable,1
yes comfortable and inexpensive,1
this be gift for my dad,1
work fine,1
nice quality make,1
no pocket,0
size little off,0
excellent,1
good product good price,1
its little tight on me,2
i use medium,0
but this shirt be too small for me,2
wish could return it,2
these polo be the best fitting polo ive ever have and theyre dirt cheap,2
it be little snug,2
but can deal with it,1
other than that it be great,1
its part of my halloween costume,0
material be thin than except,2
great product,1
recommend,1
thanks,1
it fit perfectly and love the color,1
great product as expect,1
awesome,1
great product,1
fit well and be comfortable,1
fit great,1
a,1
nicer quality than think it be go to be cheap material,2
the size isn ’ t true,0
fit perfect,1
great fit,1
i like the sleeve length,1
most sleeve find little short,2
this seem to fit well at sleeve and collar,1
love the shirt,1
fast shipping and great product,1
big than expect,0
too large,0
shirt be look good,1
it run size to big,2
lightweight comfortable shirt,1
like,1
the material so bad never buy from this brand,2
everything be perfect,1
i love em,1
fit great,1
excellent fit so cool,1
great shirt,1
at an excellent price,1
good shirt will be order another,1
trabajo,0
nice fit and material,1
i have to order small size,2
but great for work,1
the polo do not shrink at all so good buy,1
nice shirt for the price,1
i buy it to wear to work,0
great shirt great fit,1
really like it,1
a lot thin than expect,1
but it get the job do,0
my husband like the shirt and it wash nicely,1
great price exact color and fast shipping,1
come with hole in it,2
school uniform,0
paper thin quality,2
can see undershirt through it,0
quality be just not what expect at all,2
i get the white one so maybe the colored one would be good,1
i be skeptical because of the price,1
but be very happy with my purchase,1
fit well and be hold up good than shirt pay as much for,1
all be ok,1
thank you for good product and great service at great price,1
i need white polo for work,0
you beat the hell out of what get at banana republic,0
my expectation be surpass base on the quality and fit,1
i order more because be very happy with the product,1
not quality polo,2
it good,1
it really good,1
medium size be small compare to other brand and fabric be too thin,2
arm tight,2
use these shirt for work everyone be ask where purchase them so they can get some too,0
great product,1
what can say other than it be exactly what expect and fit well,1
i like the idea of spotshield since apparently get stuff on my front quite often,1
fit as expect,1
shirt be entirely too big,0
but perfectly fine otherwise,1
the shirt fit perfectly only problem be order white shirt and receive black shirt,1
he be enjoy his new shirt anyway😀,0
ok,1
but wish it have more cotton,0
my fault,1
i dont even check such thing,2
lovely bright blue color and nice light material,1
perfect just what want,1
these be nice for the price,1
but they run small,2
will buy again and highly recommend,1
poor quality,2
shirt be exactly what need and arrive in timely manner,1
after month these shirt have fade to dusty dark red,0
color,1
i love it will be order more exceeded my expectation,1
i like the color and fit me perfect,1
too small,2
trim fit,1
i like it,1
fit good,1
thank you,1
i find the shirt to be make of very light cotton mix and it fit small than many of my other xxl shirt,2
i forget to send it back,0
the length of the sleeve be disportionately large,0
fit good,1
m look good,1
i love the way thr shirt fit,1
i buy them slightly large because enjoy loose comfortable fit,1
i also like that sweat dont appear especially underarm,2
nice set of shirt purchase to ward off the chill work in retail cooler as layered apporach,1
launders great and hold form,1
no need to iron,0
do ppl that anymore,0
just pull from dryer and lay flat till cool,0
do,1
would trust to purchase again,1
be suppose to get long sleeved polo,0
receive short sleeved shirt in the wrong size,2
nice long sleeved collar shirt for wry reasonable price,1
nice,1
very good quality of the fabric,1
fit nice,1
a good qualityamp,1
true to size as ordered,1
my grandson be tall and slim so the shirt be too wide for him and he didnt like the texture,0
this shirt be blue oh so blue,0
if you like the sky and and fresh air then this be the the shirt for you if not then go to the under too,0
it doesnt get more blue than this,0
great shirt and great fit and its blue too,1
fast delivery,1
will order again in future,1
thanks,1
come as expect,1
do not shrink when washed,2
just great for my son,1
i would purchase again,1
highquality shirt,0
the colour be just like the picture,1
very poor material,2
too way too large,2
very disapointed,0
do not recommend to anyone,2
small than expect and fabric be not what expect,2
but it its nice shirt,1
ordered medium size polo,0
but be too large so have to return,2
good shirt,1
wearable,0
fit as expect,1
very nice longsleeved polo shirt,1
i may order additional color also,0
very comfortable yet dressy look for all occasion,1
just what expect,1
nice for the price just run little big,1
it do shrink little though,2
fit perfectly,1
item as described,1
very pleased,1
the color look different then on picture,1
and fabric be little rough,2
i wont recommend it to my friend,1
nothing,0
great tshirts lightweight stain come out easily,1
i be order three more for work,1
like the shirt,1
this shirt be disappoint even for the price,2
the fabric be essentially the same as tshirt fabric,0
construction be about the same as tshirt construction plus collar,0
there be no side vent at the waist or flat stitching in the interior like you get on almost all other polo shirt,0
leebrand polo shirt also sell here on amazon have noticeably good fabric and construction for about the same price,1
love them that ’ s why have buy them again for work,1
great work shirt,1
it be great shirt for the price,1
i order these for my grandson,0
he have to wear collered shirt for school,0
i order the next size up for him as he be grow teen,0
he like the color and the style and thats what be important,1
i be happy that he be happy,1
low price,1
bought for my soninlaw and it be too tight in shoulder,2
material very thin will not purchase again,2
i be woman and purchase men medium for the length since be taller,0
they fit perfectly and wash well with no shrinkage,1
this shirt be make of tshirt fabric,0
i expect something little thicker,2
as described,1
fit well shrunk little,1
but not too much,2
still fit,0
i order long sleeve polo shirt and get short sleeve,0
brother love them,1
👍🏼,0
okay so im girl amp,0
i work at walmart so need this shirt,0
so the shirt its self be awesome,1
very light weight and roomy,1
my bust be amp,0
i get medium and it fit perfectly on my body amp,1
around my boob area,0
the shirt be kinda thin,0
i like that about it tho cuz its very light on your shoulder and doesnt cling to your body,0
v like the actual premium cotton polo,2
but for the price and the purpose of wear it to work its great,1
i will most definitely be buy another one in white,1
