sentence,sentiment
but not abnormally,0
they say fitted,0
but they were not as fitted as we had expected them to be,0
we bought them based on the size we had previously bought in store,0
but these do not fit like the first set,0
"these are not fitted as is advertised,",0
but look like any other regular shirt,0
but he had planned to wear a vest over it,0
"unfortunately, the wedding was postponed due to covid19,",0
but the shirt was great,0
but a big belly,0
"my wife's only complaint is that it is not easy to iron--yes, i know it says ""no iron"",",0
but she is a perfectionist and irons all my dress shirts,0
"it???a nice quality shirt,",0
"but for a shirt that is for a person with long arms, it was definitely not for a taller person as it barely tucked into my pants",0
probably good for guys so they don't have to iron,0
but i kind of wanted it to be more relaxed,0
but this will do for now,1
the price tag that they came with said $45,0
but i bought each shirt for $20,0
the sleeves seem a little short,0
but other than that it fits perfect,0
this shirt was advertised as fitted,0
but fits very loosely,0
the neck and sleeve length were correct,0
but it was extremely baggy everywhere else,0
he really loves the slimmer fit in the waist,0
but he is also muscular so keep that in mind when ordering this size if the recipient has a larger waist,0
"but it is definitely worth the money, and with a bit of tailoring will be a fine addition to my shirts",0
"it's what's expected as a cheaper dress shirt,",0
"but if you can't nafford nicer ones, then this is your best option",0
i wasn't sure whether my son needed a fitted shirt,0
but he didn't like the way his regular dress shirts blouson out,0
"also the grey color is stunning, not shiny",0
but lustrous,0
i was expecting this to be a one use item,0
but will definitely wear it again,0
"ultimately i got ""extreme/extra slim fit"" shirts, which are better",0
but still a tiny bit loose in some areas,0
but you need to clean up every time when you wear it,0
more expensive,0
but better quality,0
but it's at the cleaners,0
"these shirts say ""wrinkle free' all over them",0
"it says slim fit,",0
but the sleeves are about double the size of a proper slim fit dress shirt,0
the quality of the shirt was very good,0
but i ordered a shirt with too large a collar,0
"great for the price,",0
fabric is nice and all,0
but it doesn't fit,0
i haven???worn it out yet,0
but it appears to be of decent quality,0
"i've only washed and worn it once,",0
"but it seems well constructed, and it fit just like i wanted it to",0
"it fits very good though, and the quality is very nice,",0
but it is just a tad bit puffier than i would like,0
"the pocket seems to be lower on the chest than average,",0
but that???not a dealbreaker,0
they 'are' alittle greyish black and not super black,0
but these shirts last forever practically and fit me well,0
"getting the size thats right for you is pretty critical on this shirt though,",0
but once you know it youre golden,0
and the shirt fits well,0
"however as i am not as ""slim"" as i used to be the tapered style do not work for me",0
if we're lucky we find it a bit cheaper at ross,0
but it takes a lot of trips and looking to get lucky and this beats waiting in line,0
"i wasn't sure if it was going to be ""fitted""",0
but it is,0
now why in the world are all those pins necessary? seperate issue,0
but worth mentioning,0
yes the presentation is nice,0
but enough already,0
"the sleeves could accommodate the massive arms of a body builder,",0
but they were too long on mine,0
however it showed up in the plastic packaging and had obviously already been opened,0
the tags that go with the shirt were in there,0
but they were no longer attached to the shirt,0
obviously this had been opened and returned,0
but i was trying to give this as a gift,0
but it's perfect,0
"it was reasonably priced,",0
"however, now that i found this shirt and know how it will fit",0
"it does, indeed, requiring little ironing,",0
but the polyester blend does not make for high quality material,0
fits well at the neck,0
but the sides seem larger than they should be for a fitted shirt,0
he is tall and skinny,0
"but has never worn a ""fitted"" shirt",0
"really beautiful shirt,",0
"but make no mistake about it, it's hot pink -- which was fine because my husband liked it anyway, and i liked it better than the color it shows on the site, so win-win",0
"perfect for those who do not like the baggy shirt look,",0
but don't want the slim contoured look either,0
the material isn't the best,0
but you get what you pay for,0
"but if you need a good, inexpensive shirt this will do",0
but so far amazon has the best price,0
it is tight enough around the chest and waist,1
while still being appropriate for work,1
"it is true that it isn't as blue as in the picture and more of a dark teal-ish color,",0
but it is still really nice shade and not too vibrant,0
"0"", 190 pounds, i have a a big chest and big arms and this fits me like a slim shirt,",0
"but better because is loose in other places, the material feel good, i will update after washing it",0
"the neck and sleeve length were fine,",0
"but the length of both shirts were for someone in the 5'10"" height range",0
it took me a,0
while to take it off,0
"i sweat in the arm pits, and this fabric does nothing",0
but make that fact very apparent,0
"love van heusen shirts,",0
but the sizing was off on this one,0
"form-fitting and flashy,",0
"however, not very wrinkle-free",0
"the shoulders fit perfectly,",0
but i have about 10??extra around the waist,0
"i tried paying less for other shirts on-line that claimed to be high quality,",0
